sentences	ADR	WD	EF	INF	SSI	DI
Yawning A LOT.	1	0	0	0	0	0
I will probably not have the wherewithal to take another dose.	0	0	0	0	0	0
I hope others have better results from this medication but I would recommend trying something different.	0	0	0	0	0	0
I would NOT recommend this med to anyone, especially those who have an active social life.	0	0	0	0	0	0
nausea, headache.	1	0	0	0	0	0
I can't read or focus my eyes because of the dryness and burning, my eyelids are swollen and, although it has helped somewhat with fibro pain, it's not worth it.	1	0	0	0	0	0
- Loved this drug, but if you don't like the feeling of uninterrupted calm.	0	0	1	0	0	0
Even the most innocuous of prescribed pain medication has vastly more therapeutic value, simply because Cymbalta has none.	0	0	0	1	0	0
The depression wasn't as bad as the drug !	0	0	0	0	1	1
This worries me.	0	0	0	0	0	0
was initially on Effexor and slowly got up to 100 mg a day.	0	0	0	0	0	0
i quit taking the Cymbalta 3 days ago and I was able to titer myself off the Prednisone and my rash,itching and swelling is so much worse than ever!	0	0	0	0	0	0
just shrug my shoulders as my living room curtains caught fire from melted heater wire that sparked.	1	0	0	0	0	0
Dosage of zoloft is 50 to 150 mg range.	0	0	0	0	0	0
I was on Zoloft for about a year.	0	0	0	0	0	0
I really don't know what to do.	0	0	0	0	0	0
constipation, aching muscles in both legs and fatigue. 	1	0	0	0	0	0
I may drink more than I did before, but still nothing serious, I do get a buzz quicker, but still would never have more than 1 drink through the week, or 2 or 3 on a Friday evening.	0	0	0	0	0	0
This drug has made me feel really stupid and I find myself at aloss for words quite often - simply because I can't think of the right words to use.	1	0	0	0	0	0
and if	0	0	0	0	0	0
For the 1st 2 weeks, I had pulsating headaches, and had nausea.	0	0	0	0	0	0
This drug has changed my life but it has now become so problematic given all the negative side effects that I am not so sure it has changed my life for all the better.	1	0	1	1	0	0
This pill did absolutely NOTHING at all for me.	0	0	0	1	0	0
It has caused me to be severely fatigued with flu-like symptoms that came on about 24 hours after beginning this drug.	1	0	0	0	0	0
Despite the slight amount of energy I had.	0	0	0	0	0	0
lol	0	0	0	0	0	0
Im lucky I didnt die b/c I just stopped cold turkey one day and the brain zaps puking and overall feeling you get is like no other.	0	1	0	0	0	0
I feel that I don't have passion about anything in my life.	1	0	0	0	0	0
I had also noticed that it took more to hold my attention than it used to, and I couldn't remember things that happened or stuff people said five minutes before.	1	0	0	0	0	0
I don't even know if I did sleep!	1	0	0	0	0	0
My out look on life is 100% better.	0	0	1	0	0	0
IT IS HORRIBLE!	0	0	0	0	0	0
It made me crazy.	1	0	0	0	0	0
No longer to enjoy the occasional glass of wine or champagne (can't tolerate any alcohol since starting Cymbalta) b/c it makes me too drowsy.	1	0	0	0	0	0
Now im 28 and it gave me restless leg syndrome, paranoia, anxiety and I craved sweets constantly.	1	0	0	0	0	0
Side effects are way to extreme, E-mail me if you have experianced the same things.	1	0	0	0	0	0
decreased appetite, nausea (went away after a few days), some sudden dizzy spells (last a few seconds to a minute or two), constipation, gas.	1	0	0	0	0	0
I was a ZOMBIE!	1	0	0	0	0	0
I could barely move or get out of bed.	1	0	0	0	0	0
Very bad side effects.	1	0	0	0	0	0
One thing I did experience when trying to get off it was mood swings.	0	1	0	0	0	0
Electrical shocks, headaches, tremors, frequent urination, nausea, major anxiety.	0	1	0	0	0	0
I felt like I was going through heroin withdrawls (not like I know what that is like).	0	0	0	0	0	0
I guess that's always better than feeling suicidal, right?	0	0	0	0	1	1
Few months later after effexor was out of my system I tried lexapro again first at 5mg and then went up to 10mg.	0	0	0	0	0	0
Day 4 and 5 and now (Day 6) DEFINITE brain zaps - didn't know what people were talking about until they started - NOT nice .	0	1	0	0	0	0
I chose the opposite path: I tapered off both Lexapro and Wellbutrin and am focusing on nutrition and exercise to keep my mood steady and generally positive.	0	0	0	0	0	0
It really helped.	0	0	1	0	0	0
the med made me more anxious than before , agitation, sleeplessness .	1	0	0	1	1	1
I'd rather have emotions.	0	0	0	0	0	0
it's feels so good to finally feel like life is worth living!	0	0	1	0	0	0
11)  Forgetful, stupid (its Sunday, right?)	1	0	0	0	0	0
Crying bouts resume at the slightest provocation (Ask my family about the time I started crying over the breakfast tabl.	0	1	0	0	0	0
The withdrawal I heard was also a pain.	0	0	0	0	0	0
Yay.	0	0	0	0	0	0
slight loss of libido.	1	0	0	0	0	0
Helped the depression only quit taking it because it affected my job (the sleepiness) think it may have helped the anxiety, I remember I was able to cut back on my dosage of xanax.	1	0	1	0	1	1
nonstop headache, constipation, racing thoughts, insomnia, annoying muscle twitches at night, and an all-around lack of well being.	1	0	0	0	0	0
I also notice not worrying so much anymore about things .	0	0	1	0	1	1
I'm still me - a much happier me.	0	0	1	0	0	0
No sexual desire at all and terrible amount of weight gain.	1	0	0	0	0	0
Definately not weight gain.	0	0	0	0	0	0
Weird dreams is honestly the only good thing about this drug for me.	1	0	0	0	0	0
not good due to weight gain, when coming off of it you feel OUT OF IT- sometimes I am even scared to drive a car because I feel so off.	1	1	0	0	0	0
I stuck with it, and I am very glad I did.	0	0	0	0	0	0
Be careful with this medication.	0	0	0	0	0	0
Emergency Room visit with tachycardia and violent vertigo.	1	0	0	0	0	0
It has become difficult to concentrate on anything or to get motivated to do anything.	1	0	0	0	0	0
Wonder how much those drug reps make per year in bonuses.	0	0	0	0	0	0
dry mouth, shaky, gas and bloating, upper back ache especially at night, clammy feeling, headache, nervousness.	1	0	0	0	0	0
i felt as if i needed to be doing something all of the time.	1	0	0	0	0	0
Decreased appetite (which is a plus to me), increased libido.	1	0	0	0	0	0
After taking lexapro for a little over a year I decided to stop taking it as it was no longer working.	0	0	0	1	0	0
Not really doing better yet.	0	0	0	1	0	0
I started investigating/researching Cymbalta and I noticed a common denominator.	0	0	0	0	0	0
I was on this drug a little over a year and in that time I continued to get worse contemplating suicide more than once.	1	0	0	1	0	0
It did help me with my depression and suicidal thoughts, but I have gained quite a bit of weight.	1	0	1	0	1	1
jittery, can't sleep, no sex drive.	1	0	0	0	0	0
I have gained weight.	1	0	0	0	0	0
I have been on this medication for 11 weeks today and my mood began to dip about two weeks ago.	0	0	0	1	0	0
This is a great drug with minimal side effects.	1	0	1	0	0	0
loss of appetite.	1	0	0	0	0	0
I have suffered from anxiety (anxiety attacks), bouts of depression, sadness and anger since I was a young teen.	0	0	0	0	1	0
In a constant fog, inability to concentrate, no libido, memory loss, night sweats and vivid nightmares(in the first month, stopped eventually).	1	0	0	0	0	0
Took doctors to figure out to give me Trazodone to sleep.	0	0	0	0	0	0
Hungry all the time, Tired, Can't get out of bed, More irritable.	1	0	0	0	0	0
GOV, they all said the same symptoms.	0	0	0	0	0	0
Very difficult to come off.	0	1	0	0	0	0
this SNRI seems to be working .	0	0	1	0	0	0
I am constantly forgetting words and always feel like I'm in a fog.	1	0	0	0	0	0
I would've asked for something else!	0	0	0	0	0	0
I spent over sixty years depressed before.	0	0	0	0	1	1
4-5 weeks into 60 mg I started to have extreme numbness & tingling on my right hand, arm, side, shoulder blade.	1	0	0	0	0	0
I'm stepping down slowly and even doing that, I've experienced dizzyness, headaches.	0	1	0	0	0	0
Confusion is really bad, lack of concentration is very bad.	1	0	0	0	0	0
I took 5mg for three days and when my Dr. heard what it was doing to me she said to stop it immediately.	0	0	0	0	0	0
lost feelings of joy,could not focus,weight loss,no cares for anything I used to love.	1	0	0	1	0	0
I believe if i took this drug any longer I would most likely gain 30+lbs real fast.	0	0	0	0	0	0
The doctor told me that it seems I have a hypersensitivity.	0	0	0	0	0	0
The side effects were most severe going on and coming off the drug, with all but the headaches and nausea staying with me throughout the entire experience.	0	1	0	0	0	0
Exercise, trying to look on the bright side even when habit is not to, talking with family about feelings that is what is saving me. 	0	0	0	0	0	0
I've got more to talk about!	0	0	0	0	0	0
I can't imagine going through the withdrawal again, either, so I think I will run scared from this prescription for a while longer, o	0	1	0	0	0	0
I honestly can't tell a difference when I am on or off of Effexor XR, except for the terible migranes that I experience when missing a dose.	0	1	0	0	0	0
I practically had a nervous breakdown on it.	1	0	0	0	0	0
Please stick with it and keep taking the med for about 3-6 months.	0	0	0	0	0	0
Life Changing Drug!	0	0	1	0	0	0
The one and ONLY complaint is this horrible taste in my mouth- tastes metallic, and bitter, a secretion under my toungue.	1	0	0	0	0	0
It built up great courage, and reinstalled a strong sense of self esteem.	0	0	1	0	0	0
I guess I'll take it forever but that's alright.	0	0	1	0	0	0
It's not exactly a pleasant feeling and I hope that it'll pass, as I am not interested in remaining a semi-zombie-there are lots of things I want and need to do in my life.	1	0	0	0	0	0
Another thing that bothered me, well a lot, was I was unable to orgasm.	1	0	0	0	0	0
Put it back together & had relief from my symptoms in a few hours!	0	0	0	0	0	0
I've been on it for several months now, my life is greatly improved.	0	0	1	0	0	0
This medication has changed my life for the better.	0	0	1	0	0	0
Helped not only with the issues I was immediately experiencing (extreme panic and hypochondria) but long-standing social anxiety and obsessive thoughts have also been relieved.	0	0	1	0	1	1
Lexapro has helped me immensely.	0	0	1	0	0	0
"nausea, dizziness, spaciness, lack of coordination, massive headache in morning that lasts all day, feeling generally ""hungover"", lack of energy/motivation, dry mouth, jaw clenching, Dr. prescribed this to ""give me a better outlook, engergy, and be able to face the day"" because of depression related to death of parents/divorce/job cut/ and resulting overwhelming responsibilities related to those factors."	1	0	0	0	1	1
Huge improvement and almost instant end to leg spasams.	0	0	0	0	0	0
i dont think most people have taken it long enough to form objective opinion about it .	0	0	0	0	0	0
I've been taking Zoloft for a year.	0	0	0	0	0	0
thats not coming off with diet and exercise, so I am switching to Wellbutrin SR, and hopefully will have success with my mood and get back to a body fat % I am happy with.	0	0	0	0	0	0
no sex drive at all.	1	0	0	0	0	0
HORRID.	0	0	0	0	0	0
Drowsiness.	1	0	0	0	0	0
So I had to start doing group therapy, and that didn't work.	0	0	0	0	0	0
This was on 50mg a day.	0	0	0	0	0	0
It has worked wonderfully for my panic attacks.	0	0	1	0	1	1
I've gone a few days before without taking it and felt dizzy, tired, nauseous, and spacey.	0	1	0	0	0	0
Zoloft increased my happiness and stabilized my mood swings immediately. 	0	0	1	0	0	0
Dry mouth.	1	0	0	0	0	0
Now on 300 and I feel the world better.	0	0	1	0	0	0
I missed a couple once and the side effects are the worst I have ever encountered from my many medications I have taken over the course of 30 years with this disorder.	0	1	0	0	0	0
It at least did something, but the amount of side effects speaks for itself.	0	0	0	0	0	0
Horrid hot flashes and sweating at night.	1	0	0	0	0	0
The evidence for me is irrefutable; Cymbalta has absolutely no redeeming value when compared to any other type of SSRI anti-depressant.	0	0	0	1	0	0
little sleepy at first, then dosage was increased from 30mg to 60 mg after the first week & I felt better.	1	0	0	0	0	0
I found nutritional supplements to deal with the depression.	0	0	0	0	1	0
I HATED THIS PRODUCT.	0	0	0	0	0	0
Slight apathy and abscent-mindedness (I make lots of typos, etc).	1	0	0	0	0	0
This medicine has saved my life.	0	0	1	0	0	0
No nausea/dizziness like I experienced yesterday and the 7 days prior.	1	0	0	0	0	0
THIS IS A LAST RESORT DRUG.	0	0	0	0	0	0
Extreme Weight Gain 30 pounds.	1	0	0	0	0	0
I just dont like the brain fog and detached feeling.	0	0	0	0	0	0
I can still orgasm it just takes longer.	1	0	0	0	0	0
It does give you flu like symptoms and they last so long.	0	1	0	0	0	0
It has definately helped with my uncontrollable crying and incesant thoughts about death, However, the main reason I take it is for anxiety.	0	0	1	0	1	1
I was on it for 1 year and than I succesfully weaned off with very mild withdrawal.	0	1	0	0	0	0
deep,scary thoughts never have had them before.	1	0	0	0	0	0
Lexapro may not be for everybody.	0	0	0	0	0	0
Then after two stillbirths, I let my doctor push me into switching to effexor.	0	0	0	0	0	0
It has not helped my hypersomnia - I can still sleep for up to 14 hours a day.	0	0	0	1	1	1
I have gained 15 lbs in about 3 months.	1	0	0	0	0	0
A simple Google search will bring up what myself and other people experience.	0	0	0	0	0	0
No bad side effects.	0	0	0	0	0	0
I felt weird on this medicine and wanted to die.	1	0	0	0	0	0
I feel like I've been chemically neutered.	1	0	0	0	0	0
Even though I gained weight and had no sex drive I didn't much care about it.	1	0	0	0	0	0
Won't work for everyone, but worked wonders for me!	0	0	1	0	0	0
This medicine has helped me so much, My anxiety, depression, and panic attacks are gone.	0	0	1	0	1	1
Overall, Effexor did very well relieving my depression.	0	0	1	0	1	1
In a few months my doctor and I hav	0	0	0	0	0	0
I ahve taken this medication for many years and I have gain weith (about 10 LBS) and the worst part is that despite that I work out 5 times per week I havenot being able to loose weight, Also, my sexual drive is very low, problem with erection.	1	0	0	0	0	0
I have found I sweat more on Effexor.	1	0	0	0	0	0
Which sucks because it was working really good.	0	0	0	0	0	0
For the first two weeks I could not drive and could barely leave my bed.	0	1	0	0	0	0
I don't see how I can possibly function because of the side effects and I certainly don't see how I could continue on this medication any more.	1	0	0	0	0	0
I have had all kinds of blood work done, and my tests are all normal, so I think it has to be the Effexor.	0	0	0	0	0	0
The side effects seem to get better each day and are nothing compared to those of the other meds I have tried, Prozac, Wellbutrin, Cymbalta and Zoloft weren't the right fit but Lexapro seems to be.	0	0	0	0	0	0
I have had no sexual side effects.	0	0	0	0	0	0
Slowly I noticed my mood feeling better.	0	0	1	0	0	0
WELL THATS A BIG FAT LIE!	0	0	0	0	0	0
Now I take Paxil CR, Trazadone for sleep, Xanax XR and Effexor XR every day.	0	0	0	0	0	0
from my home in 39 years!	0	0	0	0	0	0
Racing heart, severe anxiety, panic, nausea, speeded-up metabolism.	1	0	0	0	0	0
(not kidding- literally oh well.	0	0	0	0	0	0
I would not take this again.	0	0	0	0	0	0
(and leave this forum to those who want to help themselves & others)	0	0	0	0	0	0
If you have ever taken amphetamine (Dexedrine) you will know what I mean.	0	0	0	0	0	0
Now I take a small dose of Lexapro and feel much happier and normal than I used to in addition to having little to no side effects.	0	0	1	0	0	0
This medication seems to work well when it came to my Pain.	0	0	0	0	0	0
Up until now I have been taking Endep for the pain and neuropathy and Citropalapram for depression.	0	0	0	0	1	1
I have so much energy during the day and find myself laughing again.	0	0	1	0	0	0
I can still do my work, but I want to SLEEP and I wake up groggy.	1	0	0	0	0	0
was on this before and had weight loss.	1	0	0	0	0	0
The counselling does wonders for me.	0	0	0	0	0	0
Still not too helpful.	0	0	0	0	0	0
I have a high tolerence to meds, I also take 2000-3000 mg lortab per day for pain and it just barely takes the edge off.	0	0	0	0	0	0
I had the best sleep I'd had in months.	0	0	1	0	0	0
Lost all of my energy.	1	0	0	0	0	0
For me, i noticed within 2 days that the rumination was all but ceased.	0	0	1	0	1	1
Overall, it does help some, but I have not tried to come off of it, YET!	0	0	1	0	0	0
Just dont know yet.	0	0	0	0	0	0
Yesterday I started taking 25mg and I feel horrible.	0	0	0	0	0	0
within hours of missing a dose.	0	1	0	0	0	0
intense increase in anxiety and agitation.	1	0	0	1	1	1
Social, happy to have company, emotionally well & stable, Again, woke up at 4am (no anxiety) for no reason but fell asleep an hour later.	0	0	1	0	1	1
i know it's only my 2nd day, but I am nauseated, and have had a headache since 30 minutes after taking the 1st pill.	1	0	0	0	0	0
it's hell,	0	0	0	0	0	0
I am nervous about this as I am uncomfortable with the loss of my cognitive capacity with this drug.	1	0	0	0	0	0
This medication caused me, like so many other people with bipolar disorder, to freak out.	1	0	0	0	1	0
I feel nauseous alot and my depression and social anxiety has returned almost 100%.	0	1	0	0	1	1
My useless former doctor just dismissed my concerns.	0	0	0	0	0	0
I feel somewhat more stable than when off of this type of medicine, but I am also so unhappy with the long term side effects.	1	0	1	0	0	0
I was sleeping at least 9 hours a day and still felt tired upon waking, yawned throughout much of the day, However, over time I felt it was becoming less and less effective.	1	0	0	1	0	0
Detoxed and AA'd up and stopped smoking.	0	0	0	0	0	0
It really helped my OCD.	0	0	0	0	1	1
All that aside, at a remission-type dose (150 mg or less), if i don't start experiencing very unusual health affects, i intend to stay on this drug for a long while.	1	0	1	0	0	0
I was in a bad place for about 5 years all up & i never want to go back there.	0	0	0	0	0	0
My pharmacist convinced me that it was safe for me to use along with my topamax, and encouraged me to try it.	0	0	0	0	0	0
Suffered from sporadic depression/anxiety for over 20 years, and had been in and out of counseling for about 18 years before trying lexapro.	0	0	0	0	1	1
These numbers only added to my anxiety.	1	0	0	1	1	1
I also had a sudden hearing loss experience and am now totally deaf in my left ear; it is sensioneural and will never return.	1	0	0	0	0	0
It has calmed my anxiety down alot, before I could hardly bare to be social,social situations just scared me to death.	0	0	1	0	1	1
I feel better!	0	0	1	0	0	0
weight gain, yawning fits, daytime sleepiness.	1	0	0	0	0	0
For the first two weeks I could not orgasm, but that has also gone away.	0	0	1	0	0	0
The drug caused me to have NO sex drive and NO emotions.	1	0	0	0	0	0
Been there done that.	0	0	0	0	0	0
No weight gain, no extreme side effects.	0	0	0	0	0	0
I experience some drowsiness so I take it at night.	1	0	0	0	0	0
I don't ever want to stop taking it.	0	0	1	0	0	0
I actually get up and do house work after dinner instead of lay on the couch.	0	0	1	0	0	0
"beginning it I was first on ""cloud 9"" then I leveled off and life was back to normal."	0	0	0	0	0	0
Not impressed with Cymbalta.	0	0	0	0	0	0
Inability to orgasm on dosages higher than 75mg a day.	1	0	0	0	0	0
Fatigue, dizziness, apathy, muscle jerks, jaw clenching, interfered with Thyroid replacement medicine, insomnia.	1	0	0	0	0	0
weight gain, hairloss, hallucinations, back pain, muscle spasms, numbness in hands.	1	0	0	0	0	0
Zoloft can be taken up to 350mg and still be safe, so if it has ever worked for you, please give a higher dose a try.	0	0	0	0	0	0
turned into a raging maniac, i had nausea, cold/hot flashes.	1	0	0	0	0	0
Cymbalta made my nervousness and depression worse!	1	0	0	1	1	1
I have a friend whose husband takes this drug for fibromyalgia and tried to get off it because they can't afford this medicine, but the withdrawal was so bad for him.	0	0	0	0	0	0
blurred vision, sweating, shaking, nausea, vomiting, brief paralysis, tingling in extremities, fainting, heart palpitations, insomnia, severe abdominal pain, auditory/visual hallucinations, dizziness.	1	0	0	0	0	0
have had continuous diarrhea since I started taking this pill.	1	0	0	0	0	0
"Nausea, Insomnia, Constipation, Crying, Dry Mouth, Sexual, ""Speeding"", Worsening Depression, Thoughts of Suicide, Jaw Clenching, Heart Racing."	1	0	0	1	1	0
Also lack of sex drive.	1	0	0	0	0	0
This drug might have saved my life, it sure saved my sanity.	0	0	1	0	0	0
Even if I get 10 hours sleep.	0	0	0	0	0	0
Changed my primary care Dr, had tests on my heart, ultra sound in legs, so now I have fast heart rate,poor circulation.	1	0	0	0	0	0
Shame on the medical community for putting people through this type of misery!	0	0	0	0	0	0
no lose of sex drive.	0	0	0	0	0	0
I went from taking Xanax .5mg 3-4 times a day, to not taking it at all and still not having anxiety attacks.	0	0	0	0	0	0
I have not had to increase my dosage as of yet.	0	0	0	0	0	0
Woke up in the middle of the night and couldn't fall back asleep.	1	0	0	0	0	0
It all finally came to a hilt after not taking 2 doses under doctors orders New Years Eve because I knew I would be drinking.	0	0	0	0	0	0
My follow through is great, where as I used to be flaky and couldn't be counted on, Lexapro has changed all that - now I'm dependable	0	0	1	0	1	1
Typical with effexor XR- Dizzy, jaw tight, teeth grinding.	1	0	0	0	0	0
After 2 years.	0	0	0	0	0	0
I have been feeling really good.	0	0	1	0	0	0
"During the time, my children had both left for new careers and college, hence ""empty nest syndrome""."	0	0	0	0	0	0
Unfortunately, all the similar symptoms were the bad ones.	0	0	0	0	0	0
I had never experienced a fatigue like that before, and it can be very dibilitating.	1	0	0	0	0	0
I looked online to find at least 15 pages of withdrawal symptoms and over 30 pages to document the symptoms.	0	0	0	0	0	0
I'm one of those believers who thinks that everyone should take Zoloft.	0	0	0	0	0	0
Severe diarrhea, which caused bad abdominal cramping.	1	0	0	0	0	0
I would rather have panic attacks and be depressed than take another pill of Lexapro!	0	0	0	0	1	1
Now that i just started back on it, i'm experiencing the usual side effects when starting(tiredness, nausea, constipation, flucuations in mood and appetite, sweating).	1	0	0	0	0	0
I have not have a depressed moment since I've been on it, approx, 8 months.	0	0	1	0	1	1
sweats, weight gain, dry mouth at beginning. 	1	0	0	0	0	0
Glutathione may help to get off from this drug.	0	0	0	0	0	0
I haven't had this much confidence and self esteem in so long.	0	0	1	0	0	0
for some it is different.	0	0	0	0	0	0
I see that it worked well for some, but I would never take this drug again.	0	0	0	0	0	0
20 pounds total in 6 months Appetite increase .	1	0	0	0	0	0
But about a year later I tried others and could tolerate them much better  (Such as Lexapro and Prozac.).	0	0	0	0	0	0
I had to stop working because I work in Tech/IT and I couldn't stare at a computer screen or focus my eyes without becoming violently nauseous, Horrible vertigo .	1	0	0	0	0	0
Suicidal thoughts and attempts, Dreadful withdrawal-nearly ruined my life and continues to be a huge problem.	1	1	0	0	0	0
Crises are quickly put into perspective.	0	0	0	0	0	0
before i knew it, i was dependent on sleep meds, and was being prescribed tranquilizer type meds too .	0	0	0	0	0	0
I would yawn constantly and uncontrollably.	1	0	0	0	0	0
The weight gain is the only reason I stopped taking it.	1	0	0	0	0	0
I had tried several times before to quit Cymbalta but because of the extreme withdrawal side effects, I was forced to stay on it.	0	1	0	0	0	0
I would have heart palpitations and awake 3-4X a night.	1	0	0	0	0	0
Went through a phase in life where I lost my job and was under-employed for a couple of years.	0	0	0	0	0	0
I'm no longer worrying about the next time I'm going to get depressed or have a panic attack.	0	0	1	0	1	1
Jaw clenching, insomnia, excessive yawning, tiredness & nausea if not taken with food.	1	0	0	0	0	0
Cymbalta was just too powerful for me.	0	0	0	0	0	0
Hopefully these side effects will subside after a couple more days/weeks.	1	0	0	0	0	0
However I do have some negative side effects.	0	0	0	0	0	0
I got very speedy and high off of this drug in addition to feeling standard SSRI effects.	1	0	0	0	0	0
Lexapro is a good drug for anxiety.	0	0	1	0	1	1
I don't think it is an anxiety drug though.	0	0	0	0	1	0
Severe insomnia,weight fluctuations.	1	0	0	0	0	0
I also have the worst headaches and while I have the headaches my right eye is blurry.	1	0	0	0	0	0
I'm going to go cold turkey today.	0	0	0	0	0	0
Had lots of trouble at first.	0	0	0	0	0	0
After reading the other posts here, I can now see what I thought was signs of depression is actually side effects of the drug.	0	0	0	0	1	0
I started seroquel abilify and xanax at the same time so I'm not sure what side effects were just from the lexapro.	0	0	0	0	0	0
Severe night sweats.	1	0	0	0	0	0
That stuff is poison.	0	0	0	0	0	0
I just dont want to feel like I did before ever again!	0	0	0	0	0	0
Also, it seems as though this drug isn't a great treatment for anything other than depression/axiety.	0	0	0	0	1	1
I was much easier to get along with, didn't blow things out of proportion and had a much more positive attitude about life.	0	0	1	0	0	0
So I take Loperamide/Immodium daily to counteract, and it works fine if I stay away from fiber.	0	0	0	0	0	0
spaced out, difficulty sleeping, headaches(shocks), night sweats.	1	0	0	0	0	0
Loss of appetite (good side effect) weird, lucid dreams, night sweats.	1	0	0	0	0	0
I was put off by all the negative comments, but am glad I went ahead.	0	0	0	0	0	0
Hm, what else, yes.	0	0	0	0	0	0
I'd still recommend at least giving it a shot.	0	0	0	0	0	0
I was Determined NOT to remain depressed so I first tried 1/2mg ativan followed by an additional dose of 60 mg of cymbalta.	0	0	0	0	1	1
Now I have terrible acne and infected cysts under one arm and might go off it all together to see if connected.	1	0	0	0	0	0
I was on Zoloft for about 4 months, and after the first 2 weeks I had absolutely no sex drive.	1	0	0	0	0	0
When my side effects are difficult to deal with, I remember that a debilitating major depressive episode, wanting to curl up and die, is FAR worse and I am thankful that I have options to help me live a normal life.	1	0	1	0	1	1
I had increased appetite which may account for that.	0	0	0	0	0	0
I should also note that I had no problems with depression (just normal low moods occasionally) before I started pe	0	0	0	0	1	0
30 mg worked initially then abruptly seemed to stop working after about 6 weeks/now on 60 mg I am happy to say I have not felt this good for years and years.	0	0	1	1	0	0
It helpped me to feel the appropriate feelings for a situation instead of the all consuming feelings of doom and self loathing.	0	0	1	0	1	1
Was wondering if anyone else had this bad of effects but that they did go away after a certain amount of time.	0	0	0	0	0	0
Please DO NOT TAKE THIS DRUG!	0	0	0	0	0	0
These drugs both had similar side effects to Cymbalta and hard to withdraw from with bad withdrawal symptoms the only difference is the Endep knocked me out at night and I slept well, only very drousy and tired during the day, sexual disfunction just the same.	0	1	0	0	0	0
I don't recommend it.	0	0	0	0	0	0
The only side effect that I have now is extremely realistic/vivid dreams.	1	0	0	0	0	0
Made me even more suicidal.	1	0	0	1	1	1
Buy something new even if its just a pair of underwear.	0	0	0	0	0	0
effexor xr works well for my depression & anxiety.	0	0	1	0	1	1
I think I will stay on it for a while!	0	0	1	0	0	0
Do not take this drug.	0	0	0	0	0	0
Will this go away?	0	0	0	0	0	0
It did, however, fix the seratonin related imbalance, such as excessive crying and worrying.	0	0	1	0	1	1
Likewise, starting a high dose without ramping up can cause the same thing.	0	0	0	0	0	0
Then side effects made me feel like hell.	1	0	0	0	0	0
Loss of appetite and weight (5 lbs in a month).	1	0	0	0	0	0
increased anxiety, sleeplessness, increased appetite, increased sensitivity, BUT only for first few weeks of upping dosage.	1	0	0	1	1	1
With a strict exercise regimen, I have also managed to lose weight on my already small frame.	0	0	0	0	0	0
gained 5lbs, decreased sexual desire.	1	0	0	0	0	0
My dosage was increased earlier this year after a traumatic episode and I found the dizziness to be worse.	1	0	0	0	0	0
Neck stiffness and pain, Headache, Muscle pain in legs and lower back, Difficult sleep.	1	0	0	0	0	0
When I came off Cymbalta I had the worst side effects I could've ever imagined.	0	1	0	0	0	0
took away all the depression I was experiencing for three months.	0	0	1	0	1	1
mild nausea and stomach upset, mild headache.	1	0	0	0	0	0
Weight gain, HAIR LOSS, increased depression, fatigue, lethargy.	1	0	0	1	1	0
I would NOT recommend taking this medication.	0	0	0	0	0	0
I may be seeing some very slight weight gain but I can't say for sure that it is the zoloft.	0	0	0	0	0	0
I really wanted this to work and I do think it mellowed me out a bit, I wasn't so on edge, so jumpy and moody and irritable.	1	0	0	0	0	0
Cymbalta has helped with depression, but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.	1	0	1	0	1	1
My prescribing MD assured that a second increase in dosage was needed.	0	0	0	0	0	0
It's signifigant to note that I had been wearing a night guard that was supposed to protect the teeth during this past year.	1	0	0	0	0	0
I cant figure out if i should take it at night or in the morning?	0	0	0	0	0	0
All left after a couple of weeks, Erectile disfunction.	1	0	0	0	0	0
Bad head ache next day, but after that OK. After 4 more days on 3/4 dose, took 1/2 beads out and had no side effects.	0	1	0	0	0	0
i think there are better drugs out there now to treat anxiety and depression, this drug has far too many side effects for anyone to feel comfortable taking it.	1	0	0	0	1	1
I decided at this point the potential risk to my daughter was outweighed by my extreme mood swings/impatience/anger in general towards my kids.	0	0	0	0	1	0
I can barely walk up a couple of stairs without a deep burning and fatigue within my muscles.	1	0	0	0	0	0
Question?	0	0	0	0	0	0
"Overall feelling of ""numb brain"" as I call it, Trouble concentrating."	1	0	0	0	0	0
fatigue,irritability,lack of appetite(without weight loss).	1	0	0	0	0	0
few side effects at first, but now, after about months on the stuff, at about 20 hours after last dose, I start to get wierd feelings.	1	0	0	0	0	0
I found on the regular Effexor that I didn't have any of these symptoms because it wears off. 	0	0	0	0	0	0
Initial-brain zaps, headache, fatigue: all went away after 2 weeks Later-Weight gain.	1	0	0	0	0	0
PS i have not gained any weight.	0	0	0	0	0	0
Have had no negative side effects, glad I tried it.	0	0	1	0	0	0
It doesn't really reduce the pain at all, but it helps make it easier to bear the pain.	0	0	0	0	0	0
No thoughts of suicide just deeper depression.	1	0	0	1	1	1
hands shake, memory isnt as good. 	1	0	0	0	0	0
Just curious of how dangerous this drug is and if I'm the only one with these problems.	0	0	0	0	0	0
I slept a lot, had no appetite whatsoever, lost weight, felt like I was not myself at all.	1	0	0	0	0	0
Now after continued therapy and Effexor I look forward to living. 	0	0	1	0	0	0
Ongoing loss of appetite, insomnia, jittery feeling, increased anxiety and depression.	1	0	0	1	1	1
The pros far outweigh the cons, and I've found this drug to be very good for a drug-sensitive person like myself.	0	0	1	0	0	0
a vacation from reality, Now I'll have to face withdrawl when it is time to get off the stuff, YIKES!	0	0	0	0	0	0
