sentences	ADR	WD	EF	INF	SSI	DI
For the first two weeks I could not orgasm, but that has also gone away.	0	0	1	0	0	0
I could not be happier.	0	0	0	0	0	0
I am on a drug that makes me feel great, my moods are evened out, no weight gain, and I can enjoy sex!	0	0	1	0	0	0
Good luck to you all!	0	0	0	0	0	0
Dry mouth.	1	0	0	0	0	0
Was finally prescribed this after many years of depression.	0	0	0	0	1	1
In that time I had been prescribed: Seroxat, Efexor, Prosac, Prothiadin, and another whose's name I no longer recall.	0	0	0	0	0	0
For me this had the lowest side effect profile of any medication I have ever had.	1	0	0	0	0	0
I realize this will not be the same for everyone, but it has worked very effectivley for me for some years now.	0	0	1	0	0	0
was on this before and had weight loss.	1	0	0	0	0	0
i was on cymbalta a couple of years ago and thought i could live without it boy was i wrong.	0	0	0	0	0	0
my moods changed i didn't care if i ever got out of bed and i was down right miserable!	1	0	0	0	0	0
if you stop taking this the withdrawal is awful.	0	1	0	0	0	0
my doctor decided to put me on lexapro because when i get feeling better i think that i don't need anything and lexapro didn't have withdrawal effects, but i gained 35 pounds on it.	0	0	0	0	0	0
when i was on cymbalta before i was able to lose weight and not feel hungry all the time.	1	0	0	0	0	0
i don't think i will ever stop using cymbalta again.	0	0	1	0	0	0
looking back when i was on cymbalta before it was the happiest i have been in about 10 years.	0	0	1	0	0	0
in the past i have been on several medications and nothing worked as well as cymbalta	0	0	1	0	0	0
nausea about 4 hours after taking the med lasting rest of the day,sweating in the face, severe constipation.	1	0	0	0	0	0
Ihave only taken cympalta for 5 days and already I feel like a new person.	0	0	1	0	0	0
My mood and energy are better than they have been in months.	0	0	1	0	0	0
I feel like i have found my light at the end of the tunnel.	0	0	1	0	0	0
1st week taking 30 mg will be going up to 60mg in 2 days.	0	0	0	0	0	0
I take this in addition to 150mg per day of wellbutrin and this has helped every aspect of my life already!	0	0	1	0	0	0
I LOVE IT!	0	0	0	0	0	0
Loss of appetite and weight (5 lbs in a month).	1	0	0	0	0	0
"I didn't really have any negative side effects, or if I did, they were very mild (slight ""loosening of the stools"", which was good because I tend to be, uh, constipated all the time."	1	0	0	0	0	0
a little sleepy in the afternoon in the first few weeks.	1	0	0	0	0	0
dry mouth in the first week).	1	0	0	0	0	0
I consider the appetite supression/weight loss and anti-constipating effect to be *good* side effects!	1	0	0	0	0	0
Cymbalta helped my life.	0	0	1	0	0	0
I went from having explosive mood swings, to being more easygoing and stable.	0	0	1	0	1	1
The Cymbalta is also taking care of more personal and specific issues that I feel a little embarrassed writing about.	0	0	1	0	0	0
I feel less needy and fearful of abandonment.	0	0	1	0	1	1
No initial side effects except dry mouth which went away after a while (4 weeks or so).	1	0	0	0	0	0
Had knee surgery while on Cymbalta where it was discovered I have severe osteoarthritis.	0	0	0	0	0	0
I was taken off Cymbalta 6 weeks ago (per my request) and placed on another more affordable medication.	0	0	0	0	0	0
I have since discovered that I have osteoarthritis in my hands and every joint in my body hurts.	0	0	0	0	0	0
I think Cymbalta eased my osteoarthritis pain a great deal.	0	0	0	0	1	1
was sleepy had alot of stomach problems first week.	1	0	0	0	0	0
it caused some insominia, i also felt like i was haviing brain buzz and ringing in my ears.	1	0	0	0	0	0
I have hung in there and now the side effect have gone.	0	0	0	0	0	0
I am feeling wonderful now.	0	0	1	0	0	0
I have not felt like this in years.	0	0	0	0	0	0
I am playing with my kids and smiling and laughing everyone can tell.	0	0	1	0	0	0
I am cleaning and organizing my house now.	0	0	1	0	0	0
I feel like a person.	0	0	0	0	0	0
I have to take alot of meds.	0	0	0	0	0	0
I have no insurance and my cymbalta is $185.00 a month.	0	0	0	0	0	0
I am also on neurotin, tramadol, benazapril for my blood pressure and glyberide for my diabetes.	0	0	0	0	0	0
They have not caused any problems yet with the cymbalta.	0	0	0	0	0	0
My meds cost about $800.00 all togther.	0	0	0	0	0	0
It is hard to buy sometimes.	0	0	0	0	0	0
I am a homemaker and i have four little girls.	0	0	0	0	0	0
I have been so depressed for the past 2 years and have not been myslef at sll.	0	0	0	0	1	0
but now with the cymbalta I have started acting like my old self.	0	0	1	0	0	0
i love it.	0	0	0	0	0	0
My happy pill.	0	0	1	0	0	0
Some of the other meds I take also effects and raises serotonin levels so that may make a difference.	0	0	0	0	0	0
But whatever is going on in my brain is wonderful.	0	0	1	0	0	0
Everyone who reads this if you have any suggestions on how to get samples or discount on meds please email me at  Pray for me and everyone in that can not afford there meds.	0	0	0	0	0	0
It is a big problem i think in the economy.	0	0	0	0	0	0
Lets all remeber to pray for our country and the economy.	0	0	0	0	0	0
There is power in numbers and all our prayers can make a difference.	0	0	0	0	0	0
VERy very slight twtch in my hand or arm sometimes.	1	0	0	0	0	0
Does not happen much and is not noticable.	0	0	0	0	0	0
I was very depresed and suicidal.	0	0	0	0	1	0
I was on other medications but found that Cymbalta works better that anything I have taken.	0	0	1	0	0	0
and it has proven to keep me stable.	0	0	1	0	0	0
I have been on it for a year now.	0	0	0	0	0	0
Only side effect is withdrawal. 	0	1	0	0	0	0
Little nauseaus first couple of days.	1	0	0	0	0	0
I already had all the gastro symptoms and hot flashes others have mentioned.	1	0	0	0	0	0
Unfortunately, those symptoms have not improved.	0	0	0	0	0	0
I am experiencing hair loss and am wondering what the cause may be-could be Cymbalta, could be my age/hormones, a vitamin I might need, winter.	0	0	0	0	0	0
30 mg worked initially then abruptly seemed to stop working after about 6 weeks/now on 60 mg I am happy to say I have not felt this good for years and years.	0	0	1	1	0	0
Fibro pain greatly reduced, energy up, sleep and dreaming wonderful after many years of not much of either.	0	0	1	0	1	1
I am very enthused and interested in my life again.	0	0	1	0	0	0
Coming off Cymbalta does sound scary, but I am trying to just enjoy feeling well for now, will cross that bridge down the road.	0	1	1	0	0	0
I am trying some different approaches to the thinning hair and hope I can solve it.	0	0	0	0	0	0
At first, nausea.	1	0	0	0	0	0
for 2 years, I've suffered from something called lymphocytic colitis (my white blood cells attack my colon), causing severe diarrhea.	1	0	0	0	0	0
Pdoc & gastrodoc both think that something in Cymbalta makes it worse, but can't find anything in research.	0	0	0	0	0	0
So I take Loperamide/Immodium daily to counteract, and it works fine if I stay away from fiber.	0	0	0	0	0	0
I also have increased sex drive, more pronounced PMS, and odd sleep patterns.	1	0	0	0	0	0
PLEASE don't be put off by my symptoms.	0	0	0	0	0	0
This is by far the best antidepressant I've been on, and I wouldn't trade it for the world.	0	0	1	0	0	0
Now we've had to augment with Lamictal for regulating mood, because I'm going thu severe stress, and the combo is really helping me.	0	0	0	0	1	1
First Month: Insomnia, Constipation, Nausea, Exhaustion, Severe Withdrawal with missed dose.	1	1	0	0	0	0
Side effects have relented a bit into the second month.	1	0	0	0	0	0
This drug is horrible at first, but you HAVE to stick with it.	0	0	0	0	0	0
I know it's hard.	0	0	0	0	0	0
You CANNOT miss a dose or you will be sicker than you've ever been in withdrawal.	0	1	0	0	0	0
I can't even begin to describe how awful it is.	0	0	0	0	0	0
Constipation was really bad in first month, now it comes and goes.	1	0	0	0	0	0
I've increased my fiber through my diet -lots of fresh fruit and veggies, that seems to help.	0	0	0	0	0	0
Nausea is pretty much gone, and my sleep pattern seems to be normalizing now.	1	0	0	0	0	0
For the first few weeks I was on it I had intense dreams, some of them unpleasant.	1	0	0	0	0	0
If I was able to finally get to sleep, the sleep was not good.	1	0	0	0	0	0
That has also subsided.	0	0	0	0	0	0
This drug has saved my life.	0	0	1	0	0	0
After 2 months I am feeling mentally normal again.	0	0	1	0	0	0
I am slowly getting my life back from severe depression.	0	0	1	0	1	1
This is a hard drug to stick with, I was REALLY sick at first.	1	0	0	0	0	0
It really does get better.	0	0	1	0	0	0
Just DON'T miss a dose.	0	1	0	0	0	0
24 hours after missing a dose the withdrawal is really intense and you are really sick until about 3 hours after you take a dose.	0	1	0	0	0	0
I've suffered with PMDD for years, and I always know when I am about to start when the PMDD starts up.	0	0	0	0	1	1
I can get so depressed right before my period that I would be downright suicidal, cry uncontrollably, have passive aggressive tendencies, and that is gone.	0	0	0	0	1	1
This month I did not even know I was about to start!	0	0	0	0	0	0
I don't know how I will ever get off this drug when the time comes, because of the withdrawals.	0	1	0	0	0	0
For now it has drastically changed my life for the better, so I will just have to cross that bridge when I get there.	0	0	1	0	0	0
First week - Nausea, dizziness, no appetite.	1	0	0	0	0	0
First month - sleeplessness.	1	0	0	0	0	0
After that, just teeth grinding.	1	0	0	0	0	0
I take a low dose of klonapin for that.	0	0	0	0	0	0
Sexually, I'm stronger then ever.	0	0	1	0	0	0
I know there are a lot of nay sayers out there.	0	0	0	0	0	0
I work with my doctor and trust him very much.	0	0	0	0	0	0
I've suffered from GAD for quite a long time, and this drug works wonders.	0	0	1	0	1	1
Things that I would obsess over before no longer are a concern.	0	0	1	0	1	1
The only issues I have, not really side effects, is that its a little harder to get out of bed in the morning, and some constipation.	1	0	0	0	0	0
They are not side effects that ruin my life or change it in anyway, so I didn't mention them.	0	0	0	0	0	0
For the first two weeks I was very nauseous.	1	0	0	0	0	0
After the two weeks the neuropathy pain subsided and had a loss of appetite which was a good thing for me.	1	0	0	0	1	1
I continue to lose weight right now I have lost thirty pounds in about 8 months.	1	0	0	0	0	0
My mood is better I now get excited about things that are good.	0	0	1	0	0	0
I do have sleeplessness but, I am willing to deal with that in exchange for the pain, weightlose and the feeling of happiness.	1	0	1	0	0	0
In the past I have taken zoloft which I could not tell that it helped with the depression.	0	0	0	0	1	1
My Doctor which me to cymbalta because of the neuropathy pain I was having.	0	0	0	0	1	1
I feel this drug has been a great help to me.	0	0	1	0	0	0
Delayed ejaculation, vivid dreams.	1	0	0	0	0	0
I currently take 40 mg of Cymbalta a day.	0	0	0	0	0	0
It has GREATLY reduced my level of anxiety and depression.	0	0	1	0	1	1
At first I had some minor sexual side effects (no problems with erection, but I did have delayed ejaculation), but those side effects disappeared after a few months.	1	0	0	0	0	0
The only side effect that I have now is extremely realistic/vivid dreams.	1	0	0	0	0	0
"The best comparison I can make about the dreams, is if a ""normal"" dream is like watching a dvd on a 13 inch screen, then a dream on Cymbalta is like going to see an IMAX movie The dreams aren't bad though."	0	0	0	0	0	0
just more interesting.	0	0	0	0	0	0
Plus, I'm better able to remember my dreams after I wake up.	0	0	0	0	0	0
Hot flashes and restless sleep for the first 4 weeks.	1	0	0	0	0	0
Decreased appetite (which is a plus to me), increased libido.	1	0	0	0	0	0
I have had positive comments from family and co-workers about my overall improvement in attitude, patience, moods etc	0	0	1	0	0	0
 I feel the best I have felt in years.	0	0	1	0	0	0
I have been on anti-depressants since 1986)  I have been on this since Jan of this year and to my knowledge have no side effects.	0	0	0	0	0	0
I think more clearly, sleep well, and am more alert and generally am accomplishing more than I have in several years.	0	0	1	0	0	0
Moderate to severe dry mouth and dry eyes, occasional constipation or gastric symptoms.	1	0	0	0	0	0
No longer to enjoy the occasional glass of wine or champagne (can't tolerate any alcohol since starting Cymbalta) b/c it makes me too drowsy.	1	0	0	0	0	0
After discussing this drug at great length with my Pdoc, reviewing the research, looking at brain scans etc, we decided this was my best option for managing PTSD symptoms associated with childhood s*xual abuse.	0	0	1	0	1	1
I'd been on Effexor for 2 years with decent depression management, however it exacerbated my anxiety, caused sleeplessness & foggy-headedness.	0	0	0	0	1	0
Since switching to Cymbalta, my depression & anxiety are very well managed.	0	0	1	0	1	1
I do not feel drugged or cloudy.	0	0	1	0	0	0
I just feel like my self (something I never expected to return fully).	0	0	1	0	0	0
I'm skeptical of some online reviews of withdrawal & SE's.	0	0	0	0	0	0
The research done for med is better than most by far!	0	0	0	0	0	0
Talk to your doc.	0	0	0	0	0	0
In my experience, missing a dose has not caused any major issues other than headache or dizziness.	0	1	0	0	0	0
I take 60 mg per day.	0	0	0	0	0	0
My main SE is fairly intense dry mouth & dry eyes.	1	0	0	0	0	0
I don't like it.	0	0	0	1	0	0
But overall, I'm so happy with Cymbalta, that I simply treat those SE's and deal with it.	0	0	1	0	0	0
Every so often I get a bout of consti	0	0	0	0	0	0
nausea and fatigue the first week at 30mg, but went away during next week of 60mg Nervous energy.	1	0	0	0	0	0
Worked great on depression.	0	0	1	0	1	1
Waiting for it to kick in fully for anxiety.	0	0	0	0	1	1
slight weight gain.	1	0	0	0	0	0
Cymbalta is great.	0	0	1	0	0	0
My anxiety levels are down,I'm calm,mental clutter is gone,sleeping better.	0	0	1	0	1	1
Muscle pain from fibromalgia is reduced.	0	0	0	0	1	1
Depression is gone.	0	0	1	0	1	1
My out look on life is 100% better.	0	0	1	0	0	0
Positive attitude.	0	0	1	0	0	0
I'm very grateful my doctor put me on Cymbalta.	0	0	1	0	0	0
mild nausea and stomach upset, mild headache.	1	0	0	0	0	0
I have suffered severe pain, numbness and tingling in my left arm, severe pain in my left leg for more than 5 years.	0	0	0	0	0	0
Nothing else has ever relieved it.	0	0	0	0	0	0
After 2 weeks on this drug, the pain is gone.	0	0	0	0	1	1
I am also free of anxiety and my depression is lifting.	0	0	1	0	1	1
I'm like a new person.	0	0	1	0	0	0
Thank God for Cymbalta!	0	0	0	0	0	0
can't be sure since I am on many RX's but I think weight gain other than that nothing.	1	0	0	0	0	0
Saved both myself and my daughter from deep depression pretty quickly.	0	0	1	0	1	1
Total nightmare.	0	0	0	0	0	0
This was arguably the worst period of time in my life.	0	0	0	0	0	0
It made me so mentally ill I almost ended up in a psych ward.	1	0	0	0	0	0
Stay away from this if you can!	0	0	0	0	0	0
I lost weight considerably and shook all the time.	1	0	0	0	0	0
I had terrible anxiety the whole time, the worst kind of anxiety I've ever experienced.	1	0	0	1	1	0
Also tardive diskenesia was becoming very prevalent.	1	0	0	0	0	0
Tobacco cravings were rampant.	1	0	0	0	0	0
I never felt at ease or comfortable, I was constantly on edge and wanted to cry.	1	0	0	0	0	0
Please be careful if you are taking this, o	0	0	0	0	0	0
"Sleepy, constipated, unable to orgasm, felt ""out of body"" most of the time."	1	0	0	0	0	0
Some improvement in mood but not worth it, at all.	0	0	1	0	0	0
Withdrawal is difficult and unpleasant.	0	0	0	0	0	0
Would not recommend this drug to anyone.	0	0	0	0	0	0
Extreme irritability, weight gain and sleepless are just a few side effects of this horrible drug.	1	0	0	0	0	0
Sure it helps depression because it makes you not give a rats ass about anything!	1	0	1	0	1	1
I was on 225 mg and have weaned down to 37,5.	0	0	0	0	0	0
The only way I can sum it up is to say I wish I could be put to sleep for a month or so while this gets out of my system.	0	0	0	0	0	0
Horrible Horrible Horrible	0	0	0	0	0	0
I tried to kill myself witch mad no sense since I LOVE MY LIFE!	1	0	0	0	0	0
The effexor worked great at first and then slowly i started to sleep more and feel more and more depressed, I also started having weird behavior.	1	0	1	1	1	1
I never tried to hurt myself before this drug, o	1	0	0	1	0	0
constipation, drastic mood swings, 100% helped my anxiety and panic.	1	0	1	0	1	1
didnt do much for the depression.	0	0	0	1	1	1
This drug is the devil.	0	0	0	0	0	0
Ever try getting off of it?	0	0	0	0	0	0
You would think you were going through heroin withdrawals.	0	1	0	0	0	0
Im lucky I didnt die b/c I just stopped cold turkey one day and the brain zaps puking and overall feeling you get is like no other.	0	1	0	0	0	0
I will never touch an antidepressant again.	0	0	0	0	0	0
Just to think that I went through all that physical and mental anguish to get off a drug.	0	1	0	0	0	0
it could not be safe to take on a daily basis	0	0	0	0	0	0
Apathy, memory loss, blurred vision, insomnia, nightmares, sexul dysfunction, shivers and shakes and the list goes on.	1	0	0	0	0	0
Chronic Discontinuation Syndrome.	0	1	0	0	0	0
I was told to taper from 75mg to 37mg for 1 week and then 37mg to 0 for the next week.	0	0	0	0	0	0
I had prior knowledge to know that this was way to fast so I took 6 weeks to taper and still suffered terribly, it was worse than my original condition and symptoms, be very careful stopping this drug too quickly or it can be PURE HELL!	0	1	0	1	0	0
The worst AD withdrawals I have ever experienced and I've tried heaps.	0	1	0	0	0	0
In my opinion just don't go there, it's not worth it.	0	0	0	0	0	0
"sexual side effects, nausea, drowsiness, ""brain zaps"", dizziness, weight gain."	1	0	0	0	0	0
The drug did what it was supposed to do, but it's the withdrawal symptoms that occur from lessening the dose, or tapering off the medicine.	0	1	1	0	0	0
These adverse effects are horrific and make it very difficult to function for a period of at least 2 weeks.	0	1	0	0	0	0
While I was taking this drug, I would experience these side effects if I missed ONE dose.	0	0	0	0	0	0
By the next morning, I would barely be able to get out of bed, had dizziness, brain zaps, nausea, headaches, excessive sweating/urination that often lead to dehydration, etc.	0	1	0	0	0	0
When I tapered off this medication, over a period of 2 months, these effects were 10x worse and lasted for about a week each time I lowered my dose.	0	1	0	0	0	0
high blood pressure and high pulse.	1	0	0	0	0	0
Though the literature says these are rare side effects, it happens.	0	0	0	0	0	0
Before starting Effexor, my BP was 120/80, pulse 75.	0	0	0	0	0	0
While on 225 mg Effexor, BP averaged 140/80 and pulse ranged from 85 to 105-resting rate!	1	0	0	0	0	0
Lost 7 lbs the 3 months I was on it; must have sped up my metabolism too.	1	0	0	0	0	0
These numbers only added to my anxiety.	1	0	0	1	1	1
Restlessness, anxiety, persistent thoughts of death and suicide.	1	0	0	0	0	0
The withdrawal symptoms were unbearable.	0	1	0	0	0	0
This drug should not be given to anyone.	0	0	0	0	0	0
suicidal/homicidal hopeless thoughts, irrational broke a tooth grinding them incessantly, erratic menstrual periods, intense dreams that I could not tell from reality and could not wake from.	1	0	0	0	0	0
Sleepiness and bouts of sleeplessness extreme lethargy developed diabetes type II high blood pressure and was hospitalized twice when trying to ween off of the drug.	1	1	0	0	0	0
No one ever told me even as I was seeing my psych and psychologists weekly, and my physician, that what I was experiencing could be from the drug.	0	0	0	0	0	0
They just said I was severely mentally ill and needed hospitalized and more and more medication.	0	0	0	0	0	0
At my second involuntary hospitalization I refused all psych meds and miracle of all miracles I FINALLY GOT BETTER.	0	0	0	1	0	0
5 months drug free and no more hospitalizations ps both my psychiatrist and my psychologist dropped me during my last hospitalization.	0	0	0	0	0	0
Said I was too severely ill for them to help me, NICE!	0	0	0	0	0	0
But I've gotten better ever since.	0	0	0	0	0	0
If I could go back, I would have never taken this drug.	0	0	0	0	0	0
At first it was okay because I didn't feel as anxious as I usually did, Eventually, I began to have hand shakes and once in a while my body feels out of sync.	1	0	1	0	1	1
I no have problems with anemia because I am always bleeding,Dr's have not suggested effexor as the culprit, but it is the only medicine I take and it will not go away.	1	0	0	0	1	1
I just keep bleeding and Noone knows why.	0	0	0	0	0	0
After attempting to wean off of this medicine it feels like you are going to die.	0	1	0	0	0	0
It does give you flu like symptoms and they last so long.	0	1	0	0	0	0
The worst part is that I began to gain a lot of weight once I went without medicine for two weeks.	0	1	0	0	0	0
I am the biggest I have ever been.	1	0	0	0	0	0
I will give the weaning another try, but with my job and kids I am scared to.	0	1	0	0	0	0
I get so irritable and aggressive when I don't take it.	0	1	0	0	0	0
I need to wait for the perfect timing, o	0	0	0	0	0	0
vision problems, the more I took it there would be vibration in my eyes, confusion.	1	0	0	0	0	0
DO NOT TAKE THIS CRAP IT HAS RUINED MY LIFE,  CANNOT DRIVE.	1	0	0	0	0	0
FEEL NUMB ALL THE TIME.	1	0	0	0	0	0
I NOW TAKE NO MEDICATION EXCEPT FOR SLEEP.	0	0	0	0	0	0
HAD A CAT SCAN AND NOTHING SHOWED UP.	0	0	0	0	0	0
i USED TO FEEL WORRY, ANXIETY, DEPRESSION, NOW I FEEL NOTHING BUT ANGER TO THE SO CALLED PRO THAT PERSCRIBBED THIS	0	0	0	1	1	1
tired, thirsty,, wasnt helpful	1	0	0	1	0	0
"Complete loss of sexual function, personality disorder, ""brain freeze"" (Google for more info); others too numerous to mention (and which I'm trying to forget!)."	1	0	0	0	0	0
I began The Drug From The Lower Pits Of Hell on the advice of my female OB/GYN who pushed it as something to help me through menopause difficulties.	0	0	0	0	1	1
When I told her what it did to me, she insisted it could NOT be the drug, insultingly suggesting it was my imagination.	0	0	0	0	0	0
Of course my own research proved her theory patently untrue.	0	0	0	0	0	0
I fired her and went back to my previous (male) GP, telling him if he didn't get me off this vile stuff I would hurt myself or someone else.	1	0	0	0	0	0
Withdrawal was DANTE'S INFERNO!	0	1	0	0	0	0
"I suffered a ""shredding"" of my personality; paranoia to the point of being unable to leave the house; panic attacks; sensory acuteness which made normal life impossible for both me and my poor husband."	0	1	0	0	0	0
This went on for 6 months!	0	0	0	0	0	0
Do NOT believe the MDs and pharm corp. hype and lies!	0	0	0	0	0	0
FLEE!	0	0	0	0	0	0
This stuff is responsible for untold suffering, God's grace alone got me through and back from the edge of suicide and total insanity.	0	1	0	0	0	0
I am E-Free for over 2 years now and just getting my ful	0	0	0	0	0	0
"Horrible headaches, brain ""swishes"" or ""zapping"" when I was even a few hours late for a dose, constipation, horrible crying spells when going through withdrawal."	0	1	0	0	0	0
Wanted to kill myself several times while on this drug, when I hadn't been suicidal before.	1	0	0	1	0	0
This drug should really be banned by the FDA.	0	0	0	0	0	0
HOW TO QUIT THIS DRUG:  Buy an over-the-counter sinus headache medicine for the zaps, and take very high doses of Omega-3s, Also, attempt to take a low dose of a drug such as Zoloft if you are able.	0	1	0	0	0	0
Going off the drug sucks, but these things made it a lot better.	0	1	0	0	0	0
The side effects were insomnia, night sweats, dizziness, headaches, palpitations and lower right abdominal pain.	1	0	0	0	0	0
I am now trying to cut back and on top of all those symptoms I am very itchy, shaky and miserable.	1	0	0	0	0	0
I was prescribed 75 mg three in the morning and three at night for a total of 450 mg.	0	0	0	0	0	0
Recently found out that is above the FDA recommended dosage.	0	0	0	0	0	0
No wonder I suffered so many side effects.	1	0	0	0	0	0
Have not slept the whole time I have been on the medication.	1	0	0	0	0	0
I am trying to cut the dosage down so I can get off the medication.	0	1	0	0	0	0
Make sure you are not prescibed more then you should be taking.	0	0	0	0	0	0
I am suffering and should of not trusted the NP who prescribed the pills without first checking it out.	0	0	0	0	0	0
Nightmares, Dizziness, Dry Mouth,Suicide thoughts, Hot flushes,Addictive.	1	1	0	0	0	0
I wish i never started taking them	0	0	0	0	0	0
weight gain, muscle weakness/soreness, anxiety.	1	0	0	0	0	0
I began the medication to help with my healing process.	0	0	0	0	0	0
I am a cancer survivor.	0	0	0	0	0	0
"During the time, my children had both left for new careers and college, hence ""empty nest syndrome""."	0	0	0	0	0	0
Three years later, I wanted wean off the drug with the help of my neurologist.	0	0	0	0	0	0
To define best per my daughter, it's like getting off crack coccaine!	0	1	0	0	0	0
I screamed at her when the microwave oven blasted the scrambled egg!	0	1	0	0	0	0
I don't do that.	0	0	0	0	0	0
I would normally laugh.	0	0	0	0	0	0
The same day, moments later, I had an anxiety attack.	0	1	0	0	0	0
I literally was out of control.	0	1	0	0	0	0
My daughter did not leave for work until my husband had returned home.	0	0	0	0	0	0
She did not want to leave me alone for fear of me causing myself harm.	0	1	0	0	0	0
I felt suicidal.	0	1	0	0	0	0
I was shaking, I had tremors, my mind was confused, I had no logic to my scientific mind.	0	1	0	0	0	0
This medication does more harm then good.	1	0	0	0	0	0
DO NOT TAKE THIS MEDICATION!	0	0	0	0	0	0
for the first few weeks it helped me feel better.	0	0	1	0	0	0
then I began to have problems sleeping and started crying easily for no reason.	1	0	0	0	0	0
I had a very hard time coming off the med.	0	1	0	0	0	0
I was only on it for about 5 months.	0	0	0	0	0	0
I wasn't hungry, but gained a lot of weight.	1	0	0	1	0	0
I know I wasn't as active on the drug as off of it.	0	0	0	0	0	0
I would never consider taking an antidepressant again.	0	0	0	0	0	0
It was a horrible experience.	0	0	0	0	0	0
I was never warned about possible side effects of it either.	0	0	0	0	0	0
wight gain, water retention, vivd dreams/ nightmares, crying, shaking, brain tremors or shocks, ( iseriously do not know how to adequtly describe it but it is debilitating), leg twitching, arm twitching, blurred vision, eye strain, think things hapened that really din not!, believe dreams to be true the next day, crying, memory loss, confusion, my husband has no compassion to my withdrawal symptoms.	1	0	0	0	0	0
DO NOT TAKE THIS DRUG EVER EVER EVER EVER.	0	0	0	0	0	0
Erectile disfunction, delayed orgasm, lack of libido.	1	0	0	0	0	0
Feel disconnected from my emotions, apathetic, no creativity or motivation, can't focus, Extremely tired, loss of appetite, slight twitching, agitated, slight abdominal pain.	1	0	0	0	0	0
I have never been on any other antidepressant, and my doctor immediately put me on this.	0	0	0	0	0	0
Let me tell you, _do your research first_.	0	0	0	0	0	0
I didn't know anything about this kind of drug and dove into taking it as prescribed without a second thought, and I regret it, even after 2 days I'm hating it.	0	0	0	0	0	0
The side effects alone make my previous bouts of depression seem pleasant.	1	0	0	1	1	0
I'd rather have emotions.	0	0	0	0	0	0
Weight gain, insomnia, heart pains, dizziness, suicidalness, zero sex drive, numbness.	1	0	0	0	0	0
Worst drug i've ever had the misfortune to have prescribed to me.	0	0	0	0	0	0
Have been on it for over 6 years now, and have been trying to come off it for the last 6 months, and even with cutting back very gradually on the dose for months, it has caused dreadful side effects, feeling dizzy and like i am going to vomit all the time, feel spaced out, feel absolutely dreadful.	0	1	0	0	0	0
Have had absolutely no sex drive whatsoever, am completely dead from the waist down, feel like it has ruined my sex drive for life, as even now i have not had it for 5 days, i still feel nothing whatsoever.	1	0	0	0	0	0
This is the worst drug ever, i'm sure i'd be better off if I'd taken cocaine or something, as it has completely ruined my life and made it worse than ever.	0	0	0	1	0	0
Avoid at all costs, even if your quack might want to ruin your life with it.	0	0	0	0	0	0
Effexor was awesome for relieving my depression!	0	0	1	0	1	1
"But then came the ""Weaning Off"" period!"	0	0	0	0	0	0
OMG,  Cold sweats, vomiting, dizziness, brain zaps (with noise).	0	1	0	0	0	0
Thank God I was pregnant or I may NEVER have forced myself through to the other side!	0	0	0	0	0	0
If a person knew how awful the withdrawal was, they would keep searching for other answers to their depression.	0	0	0	0	1	1
"I love the suggestion where a person opened their capsuals & removed a certain number of ""beads"" every day."	0	0	0	0	0	0
I basically did the same thing on a day where I had a big commitment to my kids and knew I couldn't miss it.	0	0	0	0	0	0
I opened the capsual and removed most of the medication.	0	0	0	0	0	0
Put it back together & had relief from my symptoms in a few hours!	0	0	0	0	0	0
If this drug is still going to be prescribed, a more appropriate taper method needs to be developed!	0	0	0	0	0	0
Shame on the medical community for putting people through this type of misery!	0	0	0	0	0	0
Took first dose late yesterday morning after a late breakfast.	0	0	0	0	0	0
It knocked me out within 30 min.	0	0	0	0	0	0
& I slept 2 hours.	1	0	0	0	0	0
"After waking up, I had severe nausea & a bad headache,  Off & on that evening I was ""spacey"" and moved very slow, but I knew what was going on,  This morning, I did not hear my alarm go off for work, woke up 1 1/2 later, called boss, told her what was going on & was only late 30 min."	1	0	0	0	0	0
I am typing this slowly & I barely know what's going on.	1	0	0	0	0	0
My boss is checking on me.	0	0	0	0	0	0
This is one strange, bad drug.	0	0	0	0	0	0
Needless to day, I won't take another one & I hope it wears off soon, o	0	0	0	0	0	0
Grind teeth at night, strange dreams, tired, can not miss a single dose or I feel awful, withdrawn, moody, and have begun to see them in my stool.	1	1	0	0	0	0
Side effects are way to extreme, E-mail me if you have experianced the same things.	1	0	0	0	0	0
Increased suicidality and suicidal ideation.	1	0	0	0	0	0
Increased memory of dreams (waking during REM cycle) and thus constant tiredness.	1	0	0	0	0	0
Change in personality .	1	0	0	0	0	0
increased irritability, increased agressiveness.	1	0	0	0	0	0
Withdrawing from this drug has been a nightmare.	0	1	0	0	0	0
Forgetting one dose, and I was nautious and disoriented, with numb and tingly skin, brain shivers, crazed appetite (minimal to excessive).	0	1	0	0	0	0
When it was decided that the side effects were minimal compared to meclobemide (Arima) and sertraline (Zoloft) my dose was upped to 300mg at the highest.	0	0	0	0	0	0
At no point did it do anything to stableise or elevate my mood.	0	0	0	1	0	0
At no point was I warned that my personality would change and I would loose my social network.	1	0	0	0	0	0
At no point was I informed that it *was* addictive in humans, despite non-human testing showing otherwise.	1	0	0	0	0	0
At no point would I have taken this drug if I had known that I would miss vital days  of my final year at school, lose the respect of my employer, and loose my friends as a result of withdrawing from it after a very short period.	0	1	0	0	0	0
